,HJD_UTC,VEL,1,2,3,4,5,6,7,8,9,10,15,16,17,18,err,cts,VEL_DT
0,13304.040729,2.78131949261,0.0,0.0185391195118,-0.00423848675564,0.158988311887,0.289196282625,0.143786892295,0.0316578559577,0.0482374057174,0.166575983167,0.288673520088,0.139724090695,-0.0145111521706,0.0162758324295,0.0,1.06773746014,100726,3.54143078154
1,13398.815127,-0.818430561482,0.0,0.0158422365785,-0.00766525091603,0.131490379572,0.285122901201,0.126888617873,0.046215519309,0.0317865610123,0.162233620882,0.286743223667,0.131514340639,-0.013300454244,0.0142885297537,0.0,1.125857234,93319,-0.611019749916
2,13398.816586,-1.05495496501,0.0,0.015805548057,-0.00587034830824,0.130485221744,0.286384791136,0.138434067369,0.0451657436788,0.0386914238334,0.140708744526,0.299680173397,0.1600035429,-0.0111707802862,0.0141843874007,0.0,1.08849143982,93691,-1.09183887035
3,13692.956377,-1.03010500072,0.0,0.0151867624372,0.00581909250468,0.156327590346,0.304643839598,0.142455607653,0.054989092052,0.0684213638306,0.129036933184,0.316002041101,0.189587652683,-0.00655658217147,0.0125114079565,0.0,1.13692438602,99524,-1.10772505732
4,13692.957928,-0.111246438011,0.0,0.0139431441203,0.00801957864314,0.150737598538,0.292039036751,0.158300727606,0.0444470085204,0.0623065382242,0.133443757892,0.300151735544,0.19037759304,-0.00886640138924,0.0135727794841,0.0,1.1492279768,98299,-0.120615506224
5,13692.959977,-4.02747588159,0.0,0.0170921515673,0.0062458734028,0.181161925197,0.307961404324,0.145087972283,0.0357754789293,0.0837647244334,0.131868854165,0.321387559175,0.169085249305,-0.017557317391,0.0163337439299,0.0,1.10686385632,98506,-3.37984600694
6,13693.058333,-1.67560809725,0.0,0.0113944867626,0.00649499054998,0.0885084122419,0.225981041789,0.0997977331281,0.0546541623771,0.0403537675738,0.107223212719,0.232003137469,0.127245560288,-0.00947273988277,0.0118712885305,0.0,1.24578380585,99065,-1.90546610829
7,13693.059583,-3.86125895375,0.0,0.0123533746228,0.00254652509466,0.0981286987662,0.204751625657,0.0945246592164,0.0255732294172,0.0562640056014,0.098254814744,0.208831906319,0.098117634654,-0.00715314876288,0.0106155090034,0.0,1.12210655212,97996,-3.52367886471
8,13693.061343,-1.95394208527,0.0,0.0113656446338,0.00705026788637,0.0968796610832,0.236674249172,0.0938932970166,0.0527663640678,0.0666094273329,0.0969005227089,0.247734099627,0.118514537811,-0.0108849192038,0.012288778089,0.0,1.13432610035,95983,-2.10961084737
9,13694.093356,-2.17531580186,0.0,0.0106779364869,0.00535279139876,0.0962333902717,0.22810395062,0.0997986346483,0.0449412241578,0.0801881477237,0.0920389890671,0.244701355696,0.10601401329,-0.0103608155623,0.0118516013026,0.0,1.12047541142,99020,-2.1121299824
