,HJD_UTC,VEL,1,2,3,4,5,6,7,8,9,10,15,16,17,18,err,cts,el,spectemp,ccdtemp,dewfoc,pressure,ha,exptime,VEL_DT
0,16647.895584,-2.07706811764,0.017165787518,-0.0188704486936,0.00580001529306,0.0205204710364,0.0852208659053,0.228989303112,-0.0554877519608,0.00951812323183,0.0802341774106,0.183436617255,0.0869737863541,0.0309959463775,-0.0200294461101,0.013452777639,3.21382284164,12700,8.7027027027,-0.0962164595513,9.13513822818,-633.216216216,-4.9351344753,0.231351351351,-318.540540541,-4.74551062617
1,16648.012355,0.515957570487,0.0181484799832,-0.0257645417005,0.0168246440589,0.0134379984811,0.110443271697,0.214278101921,-0.0550074838102,-0.0137668438256,0.0949060320854,0.157047763467,0.0875778272748,0.019286043942,-0.0142901772633,0.0150723299012,3.33223772049,12033,-18.2972972973,-0.126217146151,8.83513517638,-633.216216216,-5.0351100613,3.04135135135,-173.540540541,-0.377266556052
2,16662.757392,1.66082415045,0.0169476307929,-0.0240119993687,0.0150918615982,-8.83587563294e-05,0.0635967850685,0.150474071503,-0.0415229909122,0.00343512627296,0.0742538198829,0.0923954769969,0.0310801118612,0.0124479746446,-0.0236128270626,0.0188714992255,3.0762655735,10836,7.7027027027,-0.0262167647514,-7.66486482362,-309.216216216,-0.835158889297,-2.10664864865,-517.540540541,1.34694525652
3,16667.784092,2.41758530342,0.0139457397163,-0.0161885283887,0.00479844817892,0.0197058171034,0.0968650430441,0.193974301219,-0.034199975431,0.0114864259958,0.0773898512125,0.150124892592,0.0628734603524,0.0208373721689,-0.0263187941164,0.0197343975306,2.72496986389,19218,12.7027027027,-0.0862162306513,-7.66486482362,-643.216216216,3.1648411107,-1.13264864865,-173.540540541,-1.9872505255
4,16671.867727,-0.133024093524,0.0162059869617,-0.0196875408292,0.00966529548168,0.026050509885,0.123130254447,0.220440968871,-0.0615605078638,-0.0324483700097,0.10919175297,0.163629561663,0.0901466533542,0.0206132121384,-0.0195416137576,0.0163771081716,3.31329798698,9776,1.7027027027,-0.0462153151514,-7.56486634962,-526.216216216,8.5648655247,1.14535135135,-173.540540541,-0.727260034671
5,16671.986369,-9.80807106712,0.0309647452086,-0.0442952774465,0.0240495502949,0.0609622523189,0.132576882839,0.23547758162,-0.0741257146001,-0.100159883499,0.198707655072,0.112788818777,0.141907855868,0.0358046256006,-0.0335546918213,0.0393648631871,5.3446598053,3192,-29.2972972973,-0.0562155440513,-7.66486482362,-526.216216216,8.3648533177,4.00135135135,-302.540540541,-0.722736662703
6,16675.841966,0.474820083282,0.0122136678547,-0.0166613440961,0.0102656884119,0.00106756039895,0.073362313211,0.0751746594906,-0.015608118847,-0.0266901347786,0.0408978275955,0.100642062724,0.031482450664,0.0180942025036,-0.0209831744432,0.0142089389265,2.65739536285,25690,4.7027027027,0.0237843796486,-7.66486482362,-120.216216216,2.7648777317,0.792351351351,-327.540540541,-2.34816547328
7,16679.842464,-6.04115433045,0.0149188209325,-0.0211856830865,0.00896616466343,0.0138600906357,0.0685696303844,0.179923936725,-0.066724576056,-0.022691860795,0.0882772728801,0.113389365375,0.0394959673285,0.02196376957,-0.0293434970081,0.0202311109751,2.73479580879,12715,2.7027027027,0.00378392194865,-7.66486482362,-296.216216216,2.6648411107,1.07135135135,-173.540540541,-3.61505181222
8,16689.77529,-3.18054041258,0.0201112180948,-0.0290171038359,0.0170739255846,0.0034531771671,0.0809015035629,0.160402745008,-0.0325849093497,-0.0262431371957,0.137602731586,0.0998878031969,0.0363974459469,0.0166189018637,-0.0122998189181,0.0224573332816,2.85276651382,13500,9.7027027027,-0.116216917251,-7.66486482362,-594.216216216,-3.9351344753,0.124351351351,-104.540540541,-1.87459451124
9,16705.685315,-2.80715962806,0.014279617928,-0.0163518488407,0.00574247445911,0.0130373165011,0.0767074599862,0.176793396473,-0.0364852063358,-0.0339703783393,0.0929050073028,0.151732549071,0.0505250170827,0.0139409881085,-0.0198470652103,0.0148558141664,3.45992469788,10381,12.7027027027,-0.0262167647514,-7.66486482362,-10.2162162162,0.264877731703,-0.962648648649,-125.540540541,-0.306084069995
10,16909.008205,0.981582416679,0.0112804695964,-0.0167888142169,0.0110766803846,0.000840575608891,0.0896454825997,0.0863364711404,-0.00726262666285,-0.0142222996801,0.119478434324,0.081020116806,0.00698470184579,0.0239601712674,-0.0261291023344,0.0160699114203,2.51738524437,33337,-5.2972972973,0.0837838456487,-7.66486482362,208.783783784,-5.9351344753,-3.73764864865,417.459459459,2.14192125485
11,16940.054008,5.6757592444,0.0141518376768,-0.0233987420797,0.0220793690532,-0.014978650026,0.105861857533,0.0504176206887,0.0216773785651,-0.0343152731657,0.137977287173,0.0836833566427,0.0134211685508,0.0153302559629,-0.0202337168157,0.0154298273847,2.44489836693,31861,12.7027027027,0.0537831590487,-7.66486482362,180.783783784,-2.2351222683,-0.667648648649,666.459459459,6.7718232212
12,16971.06548,-4.85989005618,0.0130990650505,-0.0237451381981,0.0175397004932,-0.0069041820243,0.109145790339,0.077841155231,-0.00148806592915,-0.0218969676644,0.131068095565,0.101965174079,0.00312741356902,0.0252204667777,-0.0241838824004,0.0141121512279,2.82088470459,34099,-3.2972972973,0.00378392194865,2.33513517638,142.783783784,-1.0351100613,1.58335135135,623.459459459,0.228502482438
13,16972.976269,-9.52731908182,0.0147899203002,-0.0231137368828,0.0174663681537,-0.0105300629511,0.114626124501,0.0719456151128,-0.00149156374391,-0.0216470714658,0.134029388428,0.0979386270046,0.00689116073772,0.0218768790364,-0.0230158567429,0.0154409734532,2.31488990784,31057,11.7027027027,-0.0462153151514,2.33513517638,189.783783784,-7.2351222683,-0.434648648649,666.459459459,-7.66946727376
14,16989.033114,-11.6788039002,0.019765580073,-0.019099438563,0.000353642710252,0.0518081784248,0.0559667758644,0.194735363126,-0.11397241056,-0.0968862250447,0.170484498143,0.0565084628761,0.02236658521,0.0201709829271,-0.0250981133431,0.0239998698235,5.48940944672,2798,-8.2972972973,-0.0262167647514,2.23513670228,132.783783784,3.7648777317,1.96235135135,417.459459459,0.199354280988
15,17015.92726,-5.81672732132,0.0136609831825,-0.0206170268357,0.0126568544656,-0.00236660731025,0.0936159044504,0.0797705799341,0.00569920800626,-0.0460875481367,0.155847370625,0.102357469499,0.012062035501,0.0381384827197,-0.0220049582422,0.0151561610401,2.448802948,24434,0.702702702703,-0.0162165358513,2.33513517638,161.783783784,1.0648655247,1.17435135135,666.459459459,0.778377551899
16,17028.913462,-1.63848559943,0.015019139275,-0.0215226951987,0.0138371707872,-0.00472760992125,0.0998264104128,0.08564029634,-0.00844660028815,-0.0250235274434,0.130864515901,0.111300379038,0.00642282655463,0.0256040822715,-0.0263751205057,0.0173128210008,3.0921857357,19720,-5.2972972973,-0.00621630695135,2.33513517638,132.783783784,5.0648655247,1.69935135135,666.459459459,3.27588140601
17,17038.867782,1.67148094038,0.0126127032563,-0.0135479597375,0.00290628056973,0.00444215582684,0.0832161903381,0.0653184875846,0.00655634514987,-0.0415806733072,0.139507159591,0.0781892538071,0.0158132035285,0.0148086352274,-0.0213213972747,0.0160570908338,2.81083750725,15526,-0.297297297297,-0.0762160017513,2.33513517638,122.783783784,4.2648777317,1.26435135135,666.459459459,2.46383414184
18,17044.878343,5.36533782285,0.0131664071232,-0.0156303457916,0.00772983580828,0.00301637686789,0.117391981184,0.0957103893161,-0.0192474275827,-0.00413040723652,0.132756263018,0.0812472328544,0.00949298497289,0.0153513178229,-0.0185569096357,0.0134764332324,2.34908413887,27776,-7.2972972973,-0.00621630695135,2.33513517638,123.783783784,1.8648533177,1.91835135135,666.459459459,3.59968060122
19,17046.719829,2.70561885756,0.0121939275414,-0.00029785305378,0.0169114489108,0.00864935386926,0.0588759370148,0.159297540784,-0.0705699473619,-0.0835799127817,0.173910245299,0.0891864821315,0.0436727330089,0.0231813304126,-0.0223232321441,0.0188490916044,4.02006292343,5219,10.7027027027,-0.0462153151514,2.33513517638,104.783783784,4.3648533177,-1.76264864865,402.459459459,2.01538748408
20,17046.732201,-1.43154624501,0.0165863130242,-0.0204588603228,0.0108301723376,0.00426305597648,0.0690172016621,0.113609321415,-0.0217109806836,-0.0630600601435,0.156874582171,0.0963725820184,0.00614735344425,-0.013279851526,0.070632070303,0.0116338972002,3.29154729843,7355,11.7027027027,-0.0662157728514,2.33513517638,103.783783784,3.9648899387,-1.46464864865,152.459459459,1.04886336285
21,17047.792705,5.04258960884,0.0156448576599,-0.0196447335184,0.0111307874322,-0.00454895989969,0.0855979025364,0.0839361175895,0.00345366005786,-0.0322281308472,0.139681175351,0.103384621441,0.0155062461272,0.0150459492579,-0.0216026995331,0.0162234622985,2.61884379387,20590,9.7027027027,0.0137841508487,2.33513517638,132.783783784,2.0648655247,0.0583513513514,666.459459459,5.92601755662
22,17058.840098,-5.2637566761,0.0147588588297,-0.0197652876377,0.012971191667,-0.000957313168328,0.0874447524548,0.0742476657033,0.0159218683839,-0.031454347074,0.129552036524,0.0856473594904,0.0161337703466,0.0166424438357,-0.0377019457519,0.0229640752077,2.65080857277,21010,-7.2972972973,0.0537831590487,2.33513517638,151.783783784,-1.4351344753,1.93735135135,666.459459459,-3.68117781531
