,HJD_UTC,VEL,1,2,3,4,5,6,7,8,9,10,15,16,17,18,err,cts,el,spectemp,ccdtemp,dewfoc,pressure,ha,exptime,VEL_DT
19,16689.962356,-56.231911255,0.000212346451008,-0.00229835091159,-0.00122315308545,0.00841044262052,0.0762354806066,0.10470161587,0.0129332542419,-0.0181057117879,0.129539310932,0.095514036715,0.0284481626004,0.0098868701607,-0.00968666747212,0.00478632701561,2.30539870262,42123,-21.3439490446,-0.186814968682,-7.42038259995,-728.700636943,-2.4706809592,-4.732,471.407643312,-60.5595630429
20,16796.801752,-10.2440768773,0.00308563699946,-0.00453816540539,0.00209549139254,0.0126707879826,0.0884460583329,0.177135273814,-0.0517774857581,-0.0191315412521,0.0941416397691,0.136305034161,0.0493685044348,0.00424061529338,-0.003765221918,0.000790689955465,2.90224957466,15159,14.6560509554,-0.126815502782,-7.42038259995,-268.700636943,-3.3707053732,-1.658,35.4076433121,-16.683579915
21,16796.89446,-17.3430563386,0.00239216303453,-0.00248938100412,-0.00148843065836,0.0170160867274,0.102478437126,0.197607919574,-0.0431549064815,-0.00577488029376,0.0967708006501,0.160993471742,0.0713983625174,-0.00113223318476,-0.000347394641722,-1.38191660426e-06,2.89737725258,14935,15.6560509554,-0.166814510982,-7.42038259995,-268.700636943,-4.3707053732,0.574,45.4076433121,-22.5754794893
22,16804.978855,-60.5071823898,0.00323525257409,-0.00666110822931,0.00482336338609,0.0152219440788,0.083573050797,0.159404277802,-0.0414610952139,-0.0387859568,0.0850826129317,0.119041286409,0.064518712461,-0.00168596080039,0.00141395698301,-0.00136585196014,3.26706957817,10533,-14.3439490446,-0.0268151212815,-7.32038412595,-257.700636943,0.529319040803,3.133,-42.5923566879,-68.6239620803
23,16804.980336,-67.8017413198,0.000787890341599,0.00126266153529,-0.00555606419221,0.0184215176851,0.0784625560045,0.177724689245,-0.0589198581874,-0.0289047379047,0.0826775804162,0.120771050453,0.0672248452902,-0.00123968767002,0.00202691624872,-0.0024015144445,3.27214622498,10436,-15.3439490446,-0.0468155790815,-7.52038107395,-258.700636943,0.429282419803,3.169,-32.5923566879,-75.9718792204
24,16804.981795,-59.0385280717,0.0014369400451,-0.000625496031716,-0.00570833822712,0.0293614715338,0.0744139403105,0.170526668429,-0.045097079128,-0.0408846512437,0.0881521329284,0.120645128191,0.0663468390703,-0.0026401062496,0.00194625684526,-0.00153184658848,3.19662857056,10408,-15.3439490446,-0.0868145872815,-7.52038107395,-259.700636943,0.429282419803,3.204,-41.5923566879,-66.9484304877
25,16808.844655,-51.789492121,0.000825844239444,-0.00119449547492,-0.00529575813562,0.0277293622494,0.0642523765564,0.135381296277,-0.016130713746,-0.0521304495633,0.0945589393377,0.126356214285,0.0695204734802,-5.81283347856e-06,-0.000827494077384,-0.000309279857902,3.36370038986,10476,20.6560509554,-0.0768143583815,-7.42038259995,-268.700636943,-2.4706809592,0.168,-55.5923566879,-59.1397613767
26,16808.84594,-48.8119066068,-0.000133499546791,0.00209011463448,-0.00462694326416,0.0205137748271,0.0718662440777,0.134759902954,-0.0177216436714,-0.0645059868693,0.116001933813,0.124560944736,0.068737976253,0.00345026049763,-0.00585616659373,0.00224173092283,3.30169391632,10610,19.6560509554,-0.0968148160815,-7.42038259995,-268.700636943,-2.4706809592,0.199,-54.5923566879,-55.0855872314
27,16808.847259,-45.4261286772,-0.00122118741274,0.00450787460431,-0.0085786441341,0.0231393203139,0.0646101236343,0.144365563989,-0.0139534268528,-0.0605266615748,0.117619633675,0.121594779193,0.0742772892118,-0.000985631602816,0.00132771430071,-0.00159549084492,3.10735654831,10816,19.6560509554,-0.0568158079815,-7.52038107395,-268.700636943,-2.4706809592,0.231,-51.5923566879,-51.9822598769
28,16831.777398,40.6773409121,0.000884772103745,-0.00229762727395,0.00112988241017,0.0107360612601,0.108288213611,0.168061062694,-0.0431976802647,-0.0113660478964,0.0881176739931,0.140596628189,0.0667762383819,-0.00109226175118,-0.00204191659577,0.00146270357072,2.95647192001,11621,20.6560509554,-0.0268151212815,-7.42038259995,-249.700636943,-1.6706931662,0.079,-13.5923566879,33.9632329765
29,16831.779168,46.7787038312,0.00195107643958,-0.00245118769817,-0.00162291526794,0.0198400206864,0.0886777192354,0.189488396049,-0.0653739124537,-0.0320967771113,0.110977649689,0.119989529252,0.0696315839887,-0.00931860040873,0.00501812808216,-0.000812212296296,3.11165213585,11724,20.6560509554,-0.0468155790815,-7.52038107395,-249.700636943,-1.6706931662,0.122,-8.5923566879,40.0933930242
30,16831.781067,43.9003676348,0.000940737256315,-0.000676135998219,-0.00206967908889,0.015589652583,0.0918610543013,0.194215089083,-0.0501839630306,-0.0118056926876,0.0892597660422,0.15056745708,0.0722258165479,-0.0032645969186,0.00162313180044,-0.00079218641622,2.93686437607,11964,20.6560509554,-0.0368153501815,-7.42038259995,-249.700636943,-1.6706931662,0.167,2.4076433121,37.6117878924
31,16854.73562,-1.46341923508,-0.00241493899375,0.00619052629918,-0.00658831419423,0.0280685331672,0.115790940821,0.193649545312,-0.0560881495476,-0.00757996039465,0.102251887321,0.15489731729,0.0653227493167,-0.000382378610084,0.00421005208045,-0.0062713525258,2.28011584282,32258,14.6560509554,-0.0268151212815,-7.42038259995,-258.700636943,1.8293068338,0.612,456.407643312,-5.19613782707
32,16858.728061,46.9756612269,-0.00269322609529,0.069334693253,-0.0206855908036,0.0110020060092,0.0679868161678,0.219287753105,-0.0977127328515,-0.110822170973,0.187205269933,0.0833815783262,0.108194753528,-0.0197014771402,0.0181097965688,-0.00586317293346,5.99587011337,2928,13.6560509554,-0.0268151212815,-7.42038259995,-230.700636943,0.229270212803,0.698,178.407643312,42.7517165758
33,16878.725444,-36.102515996,0.000462789263111,-0.00287105981261,0.00361433858052,0.000684523780365,0.112408354878,0.0838779211044,-0.000604957691394,-0.0259539354593,0.15686686337,0.0665258839726,0.0312118120492,0.000772960600443,-0.000621384766418,-0.000294751196634,2.34472203255,21385,-1.34394904459,0.0331843446185,-7.42038259995,68.2993630573,-0.570717580197,1.977,120.407643312,-42.392775012
34,16886.739272,-60.8602999904,0.000966923777014,0.00237985304557,-0.0131827900186,0.0261832047254,0.104934982955,0.130067482591,-0.0399092212319,-0.03829940781,0.173947736621,0.0662226006389,0.0317477211356,-0.00135503429919,-0.000456166191725,-0.00143068120815,3.47539639473,6975,-11.3439490446,0.0431845735185,-7.42038259995,57.2993630573,2.1292946268,2.847,-43.5923566879,-67.2067264685
35,16886.740672,-60.0967493,0.00154313934036,-0.0013856672449,-0.00767247704789,0.0249187834561,0.113562695682,0.150651276112,-0.0603020116687,-0.0400395281613,0.181135386229,0.053291708231,0.0328660421073,-0.00204210774973,-0.0022085676901,0.00151795090642,3.39818286896,6912,-11.3439490446,0.00318556531847,-7.52038107395,57.2993630573,2.1292946268,2.881,-46.5923566879,-66.5103475657
36,16886.742096,-60.5955391602,0.00478121312335,-0.00662893382832,0.0038652648218,0.0126967420802,0.11805588752,0.141722068191,-0.0446382462978,-0.0268760509789,0.154963970184,0.0837697461247,0.0202770717442,0.00242832652293,-0.00358796329238,0.00217279768549,3.4211037159,7023,-12.3439490446,0.0331843446185,-7.42038259995,57.2993630573,2.1292946268,2.915,-43.5923566879,-66.8200727244
37,16888.670396,-51.1048695269,-0.000124579615658,0.00241293641739,-0.00478975009173,0.00688433367759,0.0593081377447,0.109757073224,-0.0228530578315,-0.0654641091824,0.1426718086,0.0806936398149,0.0337838158011,0.00534152798355,-0.00564782833681,0.00246661901474,3.17636489868,7434,6.65605095541,-0.0268151212815,-7.42038259995,41.2993630573,-3.4706809592,1.324,-55.5923566879,-58.0706291906
38,16888.67168,-38.1375855877,0.00315128616057,-0.00317237945274,-0.00320846890099,0.015203198418,0.0507193394005,0.140999466181,-0.0560404658318,-0.0608288757503,0.141562312841,0.0745470747352,0.0399273782969,-0.00374829978682,-0.000540074892342,0.00151252071373,3.5537352562,7401,6.65605095541,-0.0568158079815,-7.52038107395,41.2993630573,-3.4706809592,1.355,-54.5923566879,-45.4808148033
39,16888.672988,-47.3061045516,-0.00112699868623,0.00394773297012,-0.0115048512816,0.023452270776,0.053502202034,0.136378422379,-0.0460010617971,-0.0561112351716,0.136670947075,0.073750756681,0.0306439790875,0.00718716345727,-0.00805689394474,0.00358603848144,3.5059659481,7351,5.65605095541,-0.0768143583815,-7.52038107395,41.2993630573,-3.4706809592,1.386,-53.5923566879,-54.776055689
40,17027.035586,68.9348574348,0.00289745815098,0.00492194714025,0.0237834192812,-0.00809156894684,0.131511390209,0.0867389813066,-0.0246058423072,-0.078320749104,0.17722068727,0.0542862936854,0.0317304059863,0.00762399192899,-0.00071017636219,0.00257869972847,5.03028535843,3749,-22.3439490446,-0.0468155790815,2.57961740005,0.299363057326,6.5293190408,-4.787,178.407643312,63.4950487994
41,17027.038815,60.6519886791,-0.00502400379628,0.00837799441069,-0.00982546899468,0.0150561928749,0.0979903638363,0.10940464586,-0.0226971171796,-0.0420694127679,0.157452374697,0.0697845444083,0.0198191199452,0.00672793574631,-0.00714104715735,0.00418842304498,3.20553684235,9602,-21.3439490446,-0.0568158079815,2.47961892595,-0.700636942674,6.4292824198,-4.709,104.407643312,54.7390496953
42,17027.041685,67.1315117322,-0.0031907770317,0.00818843301386,-0.0160790719092,0.0274814274162,0.0762530341744,0.134696498513,-0.049639120698,-0.0634848922491,0.197217434645,0.0436735861003,0.0347665324807,-0.00763969821855,0.00562770338729,-0.00201561953872,3.45576262474,9203,-20.3439490446,-0.116815273882,2.57961740005,-0.700636942674,6.5293190408,-4.64,60.4076433121,61.3126112507
43,17029.03944,52.8002149591,-0.00177257903852,0.00172479590401,-0.00658403197303,0.018310111016,0.0779457166791,0.1302434057,-0.0475719831884,-0.0663044005632,0.168070495129,0.0573963709176,0.0346758030355,-0.00822149775922,-0.000192851701286,0.00310821202584,3.93831586838,6329,-20.3439490446,0.0131838869185,2.57961740005,-1.70063694267,5.9292824198,-4.565,-23.5923566879,46.170008974
44,17029.041211,58.2142006598,0.00011397999333,0.00352754117921,-0.00984788220376,0.0234984755516,0.0629378482699,0.165569245815,-0.0612870641053,-0.079770706594,0.191869691014,0.0651573464274,0.0275142285973,-0.000911477196496,-0.00170777237508,0.00218343967572,3.99052810669,5721,-19.3439490446,-0.0568158079815,2.47961892595,-1.70063694267,5.9292824198,-4.522,-8.5923566879,53.0381981326
45,17029.043005,49.1957805104,-0.00112119619735,0.00518023502082,-0.00782222207636,0.0279358997941,0.0795261412859,0.133335024118,-0.0335611514747,-0.068848952651,0.17342877388,0.0645441859961,0.027373386547,0.00146014092024,-0.00676714116707,0.004722667858,3.91253900528,6115,-19.3439490446,-0.0368153501815,2.47961892595,-1.70063694267,5.9292824198,-4.479,-18.5923566879,43.2528381955
46,17042.999005,-61.0231959329,0.00329550751485,-0.00375278480351,-0.000702485616785,0.00869449507445,0.104102179408,0.124539084733,-0.0382060110569,-0.06166401878,0.182870775461,0.0855229645967,0.0240445043892,0.00401198072359,-0.00607697386295,0.00490752700716,3.21307682991,8740,-18.3439490446,-0.0568158079815,2.57961740005,26.2993630573,1.0293190408,-4.637,1438.40764331,-58.8294275944
47,17044.949675,-66.8830039128,0.00155509472825,-0.000435634399764,-0.00642126100138,0.0209390353411,0.0808108896017,0.132680773735,-0.0354072228074,-0.037287581712,0.158430308104,0.0600936114788,0.0300511140376,-0.00141371495556,-0.00315716280602,0.0031535406597,3.4758336544,8077,-32.3439490446,-0.0768143583815,2.57961740005,-10.7006369427,3.7292702128,-5.695,76.4076433121,-73.3728911987
48,17044.953113,-61.382095002,0.00179695931729,-0.00313886092044,-0.0020489867311,0.0161510165781,0.0825337171555,0.123287275434,-0.039229914546,-0.0301877167076,0.142207354307,0.0691955015063,0.033020850271,-0.00803083367646,0.000470138998935,0.00301235774532,3.35602927208,9518,-31.3439490446,-0.0168148923815,2.47961892595,-10.7006369427,3.7292702128,-5.613,178.407643312,-67.7559513584
49,17044.95691,-68.4230513545,-0.00173215637915,0.00269146868959,-0.00680510606617,0.0181791465729,0.0813067257404,0.126184105873,-0.0420887321234,-0.0275688432157,0.137249842286,0.0544762015343,0.0319495089352,-0.0015302154934,-0.00320207304321,0.00413348246366,3.31718587875,9283,-30.3439490446,-0.0568158079815,2.57961740005,-10.7006369427,3.8293068338,-5.521,110.407643312,-75.9206314639
50,17045.057992,-68.3449336483,-0.00164752826095,0.00360022950917,0.0170506462455,0.00705992616713,0.172017350793,0.196289926767,-0.0854464992881,-0.0725722983479,0.215226560831,0.120635338128,0.0248979404569,0.0108158765361,-0.00642480142415,0.00355805247091,4.08202266693,5487,-2.34394904459,-0.0268151212815,2.57961740005,-10.7006369427,3.8293068338,-3.089,17.4076433121,-69.7878325756
51,17045.060133,-66.2083513018,-0.000603195163421,0.00535212736577,-0.0150204785168,0.0366594456136,0.156740769744,0.212568312883,-0.0991658940911,-0.0440528318286,0.196608647704,0.124912291765,0.0331925116479,-0.000340821716236,-0.00149524828885,0.00278235017322,4.0812587738,5506,-2.34394904459,0.00318556531847,2.47961892595,-10.7006369427,3.8293068338,-3.037,18.4076433121,-68.3673069225
52,17045.062298,-67.7411901864,-0.00197533587925,0.00375177967362,-0.0109711140394,0.0371938385069,0.139860153198,0.225890979171,-0.107986681163,-0.0597093477845,0.216623857617,0.114816069603,0.04437680915,0.000908613670617,-0.00843471102417,0.00669293664396,4.31059217453,5286,-1.34394904459,0.0531848024185,2.47961892595,-10.7006369427,3.8293068338,-2.985,25.4076433121,-69.1426101457
53,17048.080858,-57.6622431298,-0.00180628150702,0.0056616733782,-0.0140464268625,0.0245984122157,0.0756639316678,0.129997164011,-0.038539364934,-0.0352554768324,0.144853562117,0.0739621594548,0.0247100666165,0.00553063768893,-0.00951622612774,0.00516593875363,3.21391606331,6375,5.65605095541,-0.0368153501815,2.57961740005,-1.70063694267,3.6292946268,-2.346,-23.5923566879,-64.5063590592
54,17048.082501,-55.0844774844,0.000974103575572,0.000952358532231,-0.0109344413504,0.0254130028188,0.0696770846844,0.129445284605,-0.0382456593215,-0.048315897584,0.152886405587,0.0705833658576,0.024003950879,0.00909767951816,-0.00869287736714,0.00307918712497,3.59115743637,6441,6.65605095541,-0.0268151212815,2.47961892595,-1.70063694267,3.6292946268,-2.306,-24.5923566879,-61.8415847586
55,17048.084133,-62.222677039,0.00119100452866,-0.000700604403391,-0.00519827753305,0.0194279067218,0.0660349652171,0.134761184454,-0.0499477833509,-0.0610096082091,0.170968979597,0.0616830065846,0.0349466204643,0.000609923386946,-0.00115598796401,0.000442302669398,3.66650462151,6431,6.65605095541,0.00318556531847,2.57961740005,-1.70063694267,3.6292946268,-2.267,-24.5923566879,-68.7014818562
56,17050.961738,-26.251117828,0.00605720514432,-0.00919085275382,-0.000980002689175,0.0144654735923,0.0712699368596,0.145321950316,-0.0600792728364,-0.0904453471303,0.19097353518,0.061062078923,0.0328771807253,-0.000182718780707,-0.00216245581396,0.00287243025377,3.85559296608,5099,-25.3439490446,-0.116815273882,2.57961740005,-1.70063694267,5.0293190408,-5.019,12.4076433121,-31.5085047668
57,17050.96396,-30.2588219634,0.00508472137153,-0.00931509211659,0.00434748921543,0.0191731844097,0.0875473320484,0.124622583389,-0.0292241089046,-0.0525793842971,0.152717009187,0.0710257813334,0.0163550674915,0.0151359271258,-0.0161661915481,0.009775984101,4.02074480057,5867,-24.3439490446,-0.0968148160815,2.57961740005,-0.700636942674,5.0293190408,-4.966,21.4076433121,-36.3712342853
58,17050.965847,-27.4068822872,-0.00011446238932,0.00167029793374,-0.0103463539854,0.0282592102885,0.0693179517984,0.126080974936,-0.0315487906337,-0.0373327545822,0.141282841563,0.0722619146109,0.0272526983172,0.00347451376729,-0.00822348892689,0.00640641991049,3.94250822067,5924,-24.3439490446,-0.0468155790815,2.47961892595,-1.70063694267,5.0293190408,-4.921,-13.5923566879,-34.3669299553
59,17115.783781,-5.39526429534,-0.000657287950162,0.00315213692375,-0.0100079113618,0.0231940615922,0.0781056210399,0.130777209997,-0.0454088337719,-0.0201893169433,0.137281432748,0.0612729787827,0.0247018225491,0.0021092875395,-0.000824873044621,0.000148145190906,3.22814369202,8550,-26.3439490446,-0.0968148160815,2.57961740005,31.2993630573,2.4292824198,-5.114,-71.5923566879,-13.6861489391
61,17115.784881,-2.64395588911,0.000835131620988,0.00330295483582,-0.0131297940388,0.0214583072811,0.0945147424936,0.101167134941,-0.0140370056033,-0.0327158868313,0.149009913206,0.0600107945502,0.0271050166339,0.00210883817635,-0.00503269443288,0.00287713808939,3.40356445312,8640,-26.3439490446,-0.106815044982,2.57961740005,31.2993630573,2.3293068338,-5.088,-71.5923566879,-10.2773447784
63,17115.78598,-12.18200239,0.00201508123428,-0.00461255805567,0.00167257233988,0.00871068425477,0.0975647345185,0.107438363135,-0.0320758223534,-0.0275183729827,0.138357207179,0.0545456558466,0.0294358413666,0.00255601014942,-0.00578821916133,0.00332189234905,3.42355108261,8572,-26.3439490446,-0.106815044982,2.57961740005,31.2993630573,2.3293068338,-5.061,-72.5923566879,-20.5256604194
65,17115.936078,-7.62348958692,-0.00037904153578,0.00287328497507,-0.0101233487949,0.0224729776382,0.0631742402911,0.15971109271,-0.0717128962278,-0.0704082399607,0.179264485836,0.045632340014,0.0399711914361,-0.009686418809,0.00158475211356,2.1613910576e-05,3.8914270401,4597,16.6560509554,-0.216815655382,2.57961740005,31.2993630573,2.8293068338,-1.449,-97.5923566879,-14.7918227912
67,17115.936888,-13.0030454475,0.000652834947687,-0.000446873629699,-0.00932414084673,0.0224530566484,0.0656699314713,0.14290560782,-0.0628625079989,-0.0634965747595,0.171149089932,0.0417978018522,0.0355131328106,0.000219401175855,-0.00366797251627,0.00293426960707,4.09869670868,4954,16.6560509554,-0.116815273882,2.57961740005,31.2993630573,2.8293068338,-1.43,-96.5923566879,-20.5285679002
69,17115.93771,-11.461782419,0.00220563821495,-0.00314972293563,-0.00282921991311,0.0117690814659,0.086782194674,0.110634215176,-0.0332893878222,-0.0524998046458,0.159472942352,0.06019224599,0.033312112093,-0.00483302213252,-0.00163233606145,0.00198652688414,3.66851854324,5685,16.6560509554,-0.126815502782,2.47961892595,31.2993630573,2.7292702128,-1.41,-92.5923566879,-18.7567278881
71,17121.774669,-58.762314202,-0.00120345770847,0.00154608441517,-0.00124854454771,0.00583437597379,0.0576232075691,0.07293920964,0.0295351613313,-0.0399803332984,0.13441632688,0.100318215787,0.0245758127421,0.00685466034338,-0.00596501166001,0.00395369390026,2.67330527306,16814,-24.3439490446,-0.126815502782,2.47961892595,32.2993630573,-0.670693166197,-4.944,142.407643312,-64.2320352015
72,17121.945727,-59.7130789817,-0.00412955647334,0.0102697089314,-0.0180338900536,0.0292207729071,0.0380889587104,0.141935527325,-0.0741609483957,-0.0471178144217,0.126361936331,0.0420984849334,0.0248079057783,-0.0021627584938,0.00159482273739,0.000527528347448,4.14280605316,4489,23.6560509554,-0.136815731682,2.57961740005,32.2993630573,-1.5707175802,-0.828,-94.5923566879,-69.4373505971
73,17121.946549,-48.3169872318,-0.00162430352066,0.00836556684226,-0.0156118795276,0.0236987303942,0.0201103463769,0.129338130355,-0.0558471232653,-0.0685557946563,0.138742268085,0.0303207281977,0.0418615043163,-0.0116473669186,0.00383923691697,-0.00136857293546,3.83726263046,4482,23.6560509554,-0.156816189382,2.57961740005,32.2993630573,-1.5707175802,-0.808,-97.5923566879,-58.1209879303
74,17121.947359,-51.1313778775,-0.000126301019918,-0.00102704763412,-0.00501832179725,0.020405754447,0.0534134954214,0.130468949676,-0.0582207478583,-0.0456435754895,0.14735801518,0.0327534116805,0.0284302793443,-0.00670253671706,0.00179037614726,0.00150455720723,4.10007238388,4643,23.6560509554,-0.186814968682,2.57961740005,32.2993630573,-1.5707175802,-0.788,-96.5923566879,-60.2451770511
75,17123.929233,-60.5470185329,-0.00164079770911,0.00132158282213,-0.00433275522664,0.0113225560635,0.0660983249545,0.0821767449379,-0.0124504994601,-0.0252009872347,0.11965598166,0.068960994482,0.02088592574,0.00256607308984,-0.00233245431446,-4.04972888646e-05,2.42451334,25162,20.6560509554,-0.156816189382,2.57961740005,50.2993630573,-0.970680959197,-1.094,15.4076433121,-68.9216642316
